rank,feature,mean_abs_ensemble_shap,mean_abs_member_shap,mean_ensemble_shap,sd_ensemble_shap,min_ensemble_shap,q25_ensemble_shap,median_ensemble_shap,q75_ensemble_shap,max_ensemble_shap,positive_share
133,ine_019,8.491999421297688e-05,8.491999421297694e-05,3.218819797724453e-05,0.00025215481634701704,-0.00024886618274617517,-3.117157344571214e-05,-2.3755655044954922e-05,0.00010369405151570651,0.004158225564257722,0.354
134,dgc_004,8.483160410073854e-05,8.483160410073882e-05,1.762870344561536e-05,0.000251514484476693,-0.0017017336188052605,-3.77233476068087e-05,-2.4741770076991096e-05,2.0040528416117128e-05,0.0009040459849902948,0.436
135,canalnombre,6.517554126666461e-05,6.517554126666464e-05,2.8073217944065292e-05,9.53261340753227e-05,-0.0011038273451041895,-3.376389057728437e-05,5.1267550564941696e-05,9.213671081571254e-05,0.0006091009382528584,0.682
136,ine_042,5.927329388909955e-05,5.927329388909995e-05,-1.8694248209958826e-05,0.000122097670448894,-0.000617307609950657,-4.4097568169775044e-05,-4.4097568169775044e-05,-2.871565716225209e-05,0.0011162274590888594,0.194
137,tomadornacionalidadid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,tomadorcategoriacarnet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,contrataasistencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,dgc_011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,ine_030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,tipodocumento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,formapago_agrupado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,dias_notificacion2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
