candidate,fold,ntree,mtry,nodesize,nsplit,splitrule,threshold_rule,selected_threshold,selected_quantile,training_oob_gmean,fit_seconds,threshold,tn,fp,fn,tp,sensitivity,specificity,gmean,precision,npv,f1,p4,informedness,markedness,roc_auc,pr_auc,predicted_positive,predicted_positive_rate,balance_gap
7,3,500,12,10,10,auc,gmean_optimized,0.00336631286168461,0.720216179699375,0.763286292889786,131.209999999999,0.00336631286168461,63561,24881,82,290,0.779569892473118,0.718674385472965,0.748503115161416,0.011521195026022,0.998711562937008,0.0227068081274713,0.00644651252290139,0.498244277946084,0.0102327579630301,0.83033715614121,0.0252068249300032,25171,0.283412525052357,0.0608955070001529
7,3,500,12,10,10,auc,q_star_prevalence,0.00418848167539267,0.753752181500873,0.754283555093296,131.209999999999,0.00418848167539267,66680,21762,104,268,0.720430107526882,0.753940435539676,0.736994836511568,0.0121652292328643,0.998442740776234,0.0239264351397197,0.00659739293316916,0.474370543066558,0.0106079700090982,0.83033715614121,0.0252068249300032,22030,0.248046479158691,0.033510328012794
7,4,500,12,10,10,auc,gmean_optimized,0.00326565244699641,0.716565332432585,0.748815552323558,132.082,0.00326565244699641,63461,24981,82,290,0.779569892473118,0.717543700956559,0.747914076481696,0.011475604447786,0.998709535275325,0.0226182583941037,0.00641088786882084,0.497113593429677,0.0101851397231114,0.833388925322057,0.0252993958705828,25271,0.284538473664062,0.0620261915165592
7,4,500,12,10,10,auc,q_star_prevalence,0.00418848167539267,0.754737375443337,0.746612863902253,132.082,0.00418848167539267,66960,21482,100,272,0.731182795698925,0.757106352185613,0.744031678917297,0.012503447641813,0.998508798091262,0.0245864593690681,0.00691137614781766,0.488289147884538,0.0110122457330746,0.833388925322057,0.0252993958705828,21754,0.244938860990384,0.0259235564866884
8,0,500,24,10,10,auc,gmean_optimized,0.00302267799775277,0.710430981340374,0.774718922788519,231.263999999999,0.00302267799775277,62461,25982,59,313,0.841397849462366,0.706228870572007,0.77085631146636,0.0119034036889142,0.999056301983365,0.0234747065661679,0.00706655903107865,0.547626720034372,0.0109597056722797,0.849299041275476,0.0248514428995919,26295,0.296064853909813,0.135168978890359
8,0,500,24,10,10,auc,q_star_prevalence,0.00418849346533093,0.753712080482127,0.76700677052709,231.263999999999,0.00418849346533093,66526,21917,77,295,0.793010752688172,0.752190676480897,0.772331078308481,0.0132811093102827,0.998843895920604,0.0261246900460503,0.00791296041526889,0.545201429169069,0.012125005230887,0.849299041275476,0.0248514428995919,22212,0.250092889714575,0.0408200762072747
8,1,500,24,10,10,auc,gmean_optimized,0.00259856630824373,0.687149375526025,0.76981226162399,230.851000000001,0.00259856630824373,60593,27850,32,340,0.913978494623656,0.685107922616827,0.791311511206596,0.0120610145441646,0.999472164948454,0.0238078565926756,0.0075483062440086,0.599086417240482,0.0115331794926181,0.867977464739759,0.0249719742944277,28190,0.317401339863762,0.228870572006829
8,1,500,24,10,10,auc,q_star_prevalence,0.00418849346533093,0.751468646818237,0.7598617414419,230.851000000001,0.00418849346533093,66568,21875,59,313,0.841397849462366,0.752665558608369,0.795795942674673,0.0141067243555075,0.999114473111501,0.0277482269503546,0.00892575314675781,0.594063408070735,0.0132211974670089,0.867977464739759,0.0249719742944277,22188,0.249822665090356,0.0887322908539964
8,2,500,24,10,10,auc,gmean_optimized,0.00330312477982104,0.722106187615761,0.771612579412032,230.705,0.00330312477982104,63892,24552,64,308,0.827956989247312,0.722400615078468,0.773380008980562,0.0123893805309735,0.998999312027019,0.0244134432466709,0.00740287924097483,0.55035760432578,0.011388692557992,0.854104602000756,0.0283219130016758,24860,0.2799045217078,0.105556374168844
8,2,500,24,10,10,auc,q_star_prevalence,0.00418850525533556,0.753883093413801,0.765762159343911,230.705,0.00418850525533556,66838,21606,75,297,0.798387096774194,0.755709827687576,0.776755415385828,0.0135597863306396,0.998879141571892,0.0266666666666667,0.00817211312808723,0.55409692446177,0.0124389279025314,0.854104602000756,0.0283219130016758,21903,0.246610970996217,0.0426772690866172
8,3,500,24,10,10,auc,gmean_optimized,0.00257335434173669,0.692872825536227,0.771494035071707,230.689,0.00257335434173669,60639,27803,49,323,0.868279569892473,0.685635783903575,0.771572124658923,0.0114840361231601,0.999192591616135,0.0226682574215734,0.00683119705641594,0.553915353796048,0.0106766277392949,0.848204950185444,0.0256742391048044,28126,0.31668430652825,0.182643785988898
8,3,500,24,10,10,auc,q_star_prevalence,0.00418848167539267,0.757374880369307,0.765864014988352,230.689,0.00418848167539267,66638,21804,83,289,0.776881720430108,0.753465548042785,0.765084055021599,0.0130810664011225,0.998756013848713,0.0257289116403294,0.00764752419339171,0.530347268472893,0.0118370802498358,0.848204950185444,0.0256742391048044,22093,0.248755826784066,0.0234161723873224
8,4,500,24,10,10,auc,gmean_optimized,0.00334168755221387,0.726971795304847,0.769425648410311,228.987000000001,0.00334168755221387,64395,24047,68,304,0.817204301075269,0.728104294339793,0.771368887735208,0.0124840868958154,0.998945131315639,0.0245924847308175,0.00742032032736678,0.545308595415062,0.0114292182114537,0.852905877444011,0.0285322721620199,24351,0.274179746436373,0.0891000067354756
8,4,500,24,10,10,auc,q_star_prevalence,0.00418848167539267,0.75720598997917,0.761415685069116,228.987000000001,0.00418848167539267,67159,21283,84,288,0.774193548387097,0.759356414373262,0.766739093130211,0.0133512586342775,0.998750799339708,0.0262498291026751,0.00783925086428669,0.533549962760358,0.0121020579739857,0.852905877444011,0.0285322721620199,21571,0.242878375030964,0.0148371340138351
